group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15,group_16,group_17,group_18,group_19
1257,1412,429,895,758,1190,1059,585,648,1231,649,235,562,299,104,1127,1173,401,240,591
195,746,716,734,431,302,186,1285,580,1424,822,1240,1000,913,1270,889,686,977,1047,1427
807,1288,982,1395,172,762,142,1037,308,1102,235,1017,968,110,410,380,1167,978,438,862
918,335,70,827,155,875,837,248,933,461,1000,1009,737,155,505,1266,846,1247,418,44
1286,1420,259,1317,426,789,1226,47,1140,861,123,69,886,111,1431,768,942,1112,242,560
1096,147,1073,1367,1421,453,268,518,597,253,1341,375,745,922,80,93,252,1168,12,1177
1351,334,1312,50,1131,113,1267,1107,1254,300,493,891,1313,918,1124,685,1353,1444,1200,1225
958,1352,554,35,555,1386,1399,632,1372,54,459,1005,1330,708,1013,622,1199,333,1162,793
362,538,483,1209,962,1057,145,485,1021,1268,458,373,1113,889,561,454,1010,976,566,353
955,960,377,1227,1429,455,1428,1188,646,521,916,514,1352,1240,1128,918,706,958,948,448
917,385,631,1167,801,641,755,1252,310,110,1200,532,417,1214,132,879,1170,20,1345,807
738,1445,615,434,1003,968,676,771,411,707,380,465,1067,1127,117,1343,678,205,932,1074
273,850,413,1336,385,633,842,442,1150,35,1414,434,487,1100,618,351,881,1244,9,62
1000,1437,860,581,943,1368,1438,1257,1091,1193,1335,602,631,1341,701,401,193,440,179,1285
1258,74,1054,1378,606,557,249,144,1179,799,558,188,936,675,533,94,1109,84,1272,1057
774,934,1148,427,793,1404,1247,973,156,1117,281,372,127,1161,497,1124,933,47,845,777
823,229,287,1331,370,447,527,917,919,640,480,1290,1436,848,643,831,304,622,220,1386
1031,777,489,940,688,980,1063,887,1112,433,469,994,616,1159,1009,167,1250,1208,888,675
519,1167,30,370,271,806,632,1349,656,1417,935,153,1315,673,1154,508,1226,662,1106,497
641,161,320,1099,1269,171,887,994,1403,849,1360,838,937,704,901,983,625,1251,170,1003
535,190,327,946,1063,4,881,1440,354,855,1171,1415,480,1342,1353,207,577,1357,499,1049
1136,50,1045,911,1258,426,880,1056,199,349,550,614,910,58,1406,1018,1350,1382,657,382
1253,403,392,1206,498,379,121,571,1135,834,1363,557,540,884,1323,405,851,779,870,1078
370,1045,965,359,574,712,1011,1045,76,691,77,899,1409,383,512,801,366,1014,174,1123
442,1089,1049,1004,1420,185,453,496,636,1212,1043,117,101,472,677,948,922,585,655,1083
861,1170,109,353,67,510,600,609,1350,583,580,607,577,7,981,1210,657,499,1061,58
835,84,800,1255,897,184,415,712,192,847,904,185,1283,1224,138,202,259,1426,4,937
1108,1249,160,1221,17,1152,1045,1438,188,724,652,839,749,31,601,687,1239,644,132,1052
1077,1123,1004,664,457,51,550,857,409,1024,422,858,1190,349,1189,86,1422,1070,1327,860
230,1115,1382,858,732,326,192,363,328,42,659,1069,1164,1099,1265,5,1158,658,906,683
333,380,520,1022,667,991,327,305,768,1057,1005,118,582,967,139,922,855,436,351,378
1006,1418,607,1042,534,1009,1185,101,1099,18,307,363,188,115,385,263,975,996,1088,884
490,43,1039,531,1374,717,1321,872,441,1329,1033,1396,1014,152,1253,812,926,1448,1424,172
1431,587,284,722,588,1122,973,1324,896,858,526,0,363,287,827,75,626,814,763,1169
986,806,670,148,408,835,1017,310,971,622,525,576,134,1208,446,979,973,633,108,287
734,949,232,1379,613,75,200,1048,867,381,921,894,759,746,973,488,714,1364,522,681
828,677,1381,988,496,773,1166,216,103,513,954,1419,1028,924,1126,1219,95,522,50,1433
1076,1060,454,1371,44,647,669,1240,895,789,955,1410,650,654,473,1396,533,479,122,1210
70,1010,79,1296,820,1053,21,527,573,839,599,181,1371,502,41,377,121,1020,622,516
459,158,599,101,423,305,124,1186,421,1205,1438,1125,1180,1421,306,799,730,16,612,1387
1060,782,893,455,581,629,635,120,322,1419,160,1344,1260,1157,1328,708,685,872,891,697
1005,1280,1108,159,1033,1349,905,953,1251,541,25,1042,998,261,28,537,892,201,227,1237
252,856,1306,1057,797,757,586,414,215,547,1154,1270,756,1238,1234,749,1215,1227,865,888
639,814,899,633,833,1059,274,941,564,125,75,530,1435,1170,1042,39,237,1072,1217,214
176,339,525,1092,715,1201,1071,1358,350,1321,1310,215,61,1166,29,1337,715,326,708,1363
169,1169,660,877,418,190,259,600,1301,902,1331,1082,592,116,424,89,1136,635,1279,654
84,837,1360,440,1019,939,484,1280,1373,1071,1079,879,1430,932,332,895,1324,1257,1212,85
461,37,153,1264,1162,1448,976,466,197,207,666,1066,476,620,274,833,202,688,795,1079
140,1423,162,554,1004,565,1291,320,173,1099,95,369,1008,879,529,273,118,845,66,571
127,325,1057,193,1240,1214,43,1001,514,1243,819,1123,529,1228,1367,76,805,950,519,207
137,99,1378,1431,731,1302,1331,214,663,941,794,730,498,126,1229,563,48,181,730,375
58,261,597,476,806,726,551,875,691,59,1006,889,33,655,680,1041,872,1350,782,12
1366,1059,989,537,1124,1284,207,1412,583,905,897,677,1275,1115,536,481,1140,288,1322,658
1330,295,474,1426,514,37,741,976,1186,708,1181,258,1171,660,1214,1294,1127,1060,1077,518
1429,505,417,227,460,901,504,892,969,353,1275,964,942,1048,271,186,623,1117,846,1043
722,1246,100,852,26,136,1442,364,1088,352,1226,638,310,841,520,436,650,571,337,741
1089,1345,217,1041,1061,1102,951,1200,939,487,895,560,1169,120,782,452,1276,715,603,585
1100,1335,681,612,1091,471,588,1380,1326,1103,539,1262,1224,1408,840,229,709,297,1251,440
419,25,852,1164,104,405,1293,1386,1290,1349,217,25,1257,1237,1168,6,1169,871,945,113
492,306,1223,904,947,761,498,154,37,1208,1020,395,534,493,31,249,1129,1005,322,1306
53,457,85,229,1280,911,138,1182,1194,437,829,247,214,788,1414,90,265,858,837,637
206,613,276,1440,832,73,877,1374,264,298,501,767,772,1196,983,589,1292,677,918,48
16,155,81,170,768,923,710,871,669,21,556,739,106,412,279,747,628,426,513,963
94,1083,20,587,1411,1199,315,577,947,829,683,886,452,1344,465,632,931,1259,664,142
184,1017,806,134,825,600,1164,223,1210,289,1366,1012,402,225,30,1324,987,593,323,867
485,1013,1339,4,344,907,626,130,1361,1085,846,834,93,824,1242,134,708,283,89,953
1241,715,1242,256,152,932,1236,937,684,261,141,830,75,1279,573,390,807,227,199,439
1044,1224,493,281,719,123,1274,554,169,3,1388,116,656,729,414,9,105,194,692,458
55,664,384,70,71,794,1345,460,588,302,181,217,1295,721,1145,957,1141,894,997,84
79,1086,387,1036,526,300,987,928,907,958,1214,944,801,421,581,782,367,191,1069,520
967,702,1408,966,789,1044,1080,1424,432,465,713,1237,1181,1053,61,1344,86,1438,993,1355
1088,1255,1030,663,525,829,1202,1060,1146,473,595,268,443,1083,1179,908,1309,913,1237,1106
268,27,934,1245,798,1227,166,389,1250,900,1420,991,474,857,122,964,269,220,259,506
942,1377,1180,283,366,80,625,1415,851,891,589,489,965,505,194,689,687,1234,313,740
574,276,552,720,757,224,419,1088,1287,827,1262,272,472,1155,169,1292,325,701,729,316
317,1112,979,634,437,1124,1054,1213,1278,1355,489,1065,309,939,1311,1442,123,1128,817,622
476,811,501,369,266,660,151,1327,326,46,282,1163,390,378,1022,826,762,1266,1023,117
1389,170,847,347,139,1006,1426,514,1317,400,140,535,1360,1409,1087,865,764,526,1299,1354
645,1223,657,931,216,1366,541,211,1148,504,1206,1342,764,1193,523,1084,695,967,744,676
1094,727,434,1254,1247,313,174,1377,527,1168,443,1263,1364,514,261,942,780,360,451,823
1279,216,67,201,1392,802,16,790,0,416,36,916,1379,663,589,146,1265,1239,106,723
439,1186,93,936,730,1275,954,160,635,1264,244,880,1303,859,441,1431,1118,556,1103,1217
431,820,1368,735,445,441,524,660,578,184,750,1002,294,223,929,982,1307,933,90,122
931,66,890,1312,1402,1333,1155,694,189,1097,1266,1072,824,796,113,1427,242,116,887,244
326,921,466,1139,834,1309,440,387,1213,1035,554,1090,962,799,843,911,1044,19,281,475
792,1254,174,238,1206,958,1391,81,213,1065,1026,960,62,682,87,1232,57,609,968,6
798,475,862,1145,775,257,934,175,1228,828,996,657,1191,474,1216,914,1237,300,775,852
1013,761,1107,38,1318,1306,414,1177,463,185,1182,6,602,468,764,1024,992,506,329,632
479,1108,762,1276,993,149,400,754,1330,853,1365,973,161,569,409,844,648,1447,1254,451
858,235,1445,716,944,178,301,602,1010,1291,1440,1436,781,1173,646,1435,618,579,970,266
539,639,1314,1439,242,730,93,801,1416,1139,695,543,515,790,330,643,1096,754,319,848
579,913,1206,348,933,748,980,1236,548,758,1191,587,116,418,22,132,647,379,491,1236
531,1073,401,972,402,1033,232,27,387,579,1336,1208,1387,559,1364,368,967,397,348,575
406,451,1226,231,1179,682,665,445,567,738,155,1152,851,265,986,924,507,1076,1335,1050
1302,363,983,423,770,1399,639,991,43,395,385,522,1271,1295,1044,758,1372,311,1429,114
810,977,911,766,640,1080,84,415,609,364,907,791,1337,184,971,583,1011,414,406,898
316,49,641,1051,1103,160,75,863,1340,1021,632,1374,27,413,452,514,1146,1343,569,1234
1315,1197,294,702,1163,840,628,1191,483,1350,180,246,838,943,658,1306,223,229,551,1042
189,1234,984,1093,231,703,912,333,1117,490,479,1064,1166,489,1300,668,35,221,808,1428
997,514,985,1213,1151,996,1420,232,124,1100,203,456,941,28,774,1229,75,1022,162,347
723,875,776,502,384,1134,810,807,763,608,15,772,1100,1104,1318,858,344,672,1331,695
1309,510,987,821,241,671,1400,970,1130,282,1189,824,258,864,664,1437,857,511,139,146
648,771,318,312,978,798,718,1170,303,116,888,157,683,633,711,1218,1063,803,585,285
129,944,146,217,565,1312,108,398,216,629,1034,787,1230,332,387,528,449,880,502,326
1112,901,734,600,1180,1171,959,468,1302,318,1158,423,1152,55,916,327,83,14,76,1016
1395,329,940,223,469,1321,977,569,474,1149,604,106,660,365,444,44,1191,1127,676,1121
515,17,343,1369,303,1068,558,1021,717,872,1038,1353,210,1226,1049,1227,375,474,430,557
177,951,103,1217,9,1040,863,409,357,1092,350,216,143,128,325,55,1248,361,172,544
150,615,1278,157,1259,360,56,1178,1061,269,1112,1006,596,1076,906,42,1053,78,1120,1070
201,226,696,1076,1234,122,284,1127,985,244,411,302,1269,525,196,1414,1062,1027,955,1192
112,1033,475,80,818,197,978,869,149,561,917,1180,327,1014,126,233,861,224,384,414
1117,750,680,71,1093,1119,213,422,793,639,1015,731,638,1003,176,1167,894,482,134,1242
1046,1068,167,728,1015,47,1354,353,1442,270,705,123,262,651,1333,621,970,319,250,253
1073,1104,216,688,329,499,967,1313,537,344,127,747,877,1199,11,361,761,1114,1291,563
1394,841,936,938,1073,700,246,469,1084,471,697,1156,1378,190,1294,680,359,1179,1325,831
527,604,95,879,1350,252,968,383,777,607,1320,904,147,1137,235,4,633,1137,562,7
630,621,55,203,1126,986,69,204,695,1254,1427,1279,339,596,1313,1180,753,357,332,566
96,1190,655,1348,150,434,849,783,498,896,1267,381,6,1261,1043,382,212,546,88,887
624,355,142,397,759,341,806,757,998,190,187,311,1321,908,1160,135,362,329,1350,1257
56,1435,935,545,43,768,984,711,352,1063,387,591,606,158,619,268,796,1008,353,987
1356,189,53,1112,1248,571,884,1135,148,406,815,987,1207,1123,200,582,1017,460,1338,968
644,999,999,275,250,564,874,753,611,223,1432,942,690,182,780,644,575,1074,1152,1023
1338,1442,176,883,170,536,1276,28,1255,1095,1330,547,413,1002,38,1303,860,1069,1361,630
1297,1171,405,820,575,1198,1376,1309,495,919,759,371,100,277,399,1356,483,562,328,796
1377,130,1210,73,27,489,245,1141,966,660,613,1304,1273,1362,445,460,247,1262,1419,398
1065,1257,1269,738,1007,248,825,623,125,605,112,656,1042,170,26,690,323,1098,138,162
1320,686,1038,1370,829,997,906,1067,561,62,337,675,479,996,1048,524,829,925,764,644
551,197,1429,524,22,433,314,188,1299,570,1040,132,400,1254,100,1135,596,508,685,613
402,246,292,8,87,1226,1221,618,1092,1322,1068,16,948,723,911,10,1093,347,1008,1253
163,185,557,106,23,1140,950,726,1000,260,521,990,37,888,226,120,629,13,372,809
1172,217,974,1136,345,746,317,93,318,997,382,164,1415,1151,1409,30,711,263,1428,769
1246,59,430,84,541,516,664,434,1303,278,1114,1334,615,761,1028,1333,1038,632,461,1272
28,1328,12,920,255,913,1189,1161,593,213,1147,695,485,766,1418,181,294,1278,1065,447
38,1191,1230,500,1441,1297,591,147,524,1054,296,387,269,970,455,1005,504,1236,971,1164
530,345,72,151,124,579,1140,1431,869,472,256,99,1138,3,339,292,1342,410,868,1326
379,135,818,113,179,941,1371,1211,1407,1220,885,1199,1433,1164,198,1327,285,615,1105,576
749,1354,737,254,441,640,650,149,426,108,383,1059,196,926,95,103,1147,44,123,1171
1098,1291,328,1334,617,675,762,1123,950,1263,814,1267,321,270,799,666,1,26,1317,65
1342,251,13,496,733,965,1024,886,294,1226,1392,621,154,459,425,25,373,1280,1314,1401
953,945,193,64,201,393,397,142,1362,1142,731,354,252,30,1360,832,982,1322,307,1340
1336,594,659,802,148,19,462,920,258,1131,3,1217,477,1390,1348,920,286,260,518,1060
1353,1194,238,703,1200,1011,858,390,1283,308,156,48,243,139,1357,1289,505,1181,706,942
668,182,23,1362,858,129,14,959,844,13,303,828,639,712,648,63,1184,152,1270,210
695,493,1433,1159,98,972,1027,1409,368,830,192,652,1251,1432,153,1033,1232,473,656,119
1249,560,1231,719,165,1098,946,491,607,617,327,1268,548,267,1408,1269,642,797,941,203
708,649,773,1446,35,1233,623,183,557,264,728,516,525,1207,1016,362,1343,790,720,1127
0,787,491,443,2,509,364,22,59,864,1338,482,158,921,1263,601,924,1268,68,949
1233,120,577,1260,937,1388,255,825,345,1158,386,1392,1119,805,1026,846,26,1082,445,1244
581,558,713,796,1363,493,549,788,9,683,1227,178,30,1317,1117,1369,1036,139,904,11
1206,657,393,1354,1412,690,270,1228,1155,636,945,327,680,524,435,1368,561,1066,1057,212
829,281,274,1434,648,1264,1128,503,505,920,259,1265,198,881,1192,1270,1277,796,465,871
295,486,1418,1392,1171,1376,714,952,720,616,715,722,374,715,1350,502,492,530,1118,1029
95,655,626,1149,306,553,303,100,1119,750,191,147,1406,1435,232,54,979,897,1114,1125
1368,445,539,525,623,317,125,1108,467,525,367,315,407,910,1233,310,977,1253,1121,1345
972,962,523,919,88,836,1258,61,224,601,70,1160,76,160,432,1351,1223,27,1394,272
508,1266,94,360,195,904,1102,963,230,553,920,27,547,1256,1035,809,365,383,592,805
819,665,910,701,247,273,614,1367,804,96,1030,963,1108,319,0,1029,385,642,143,624
414,4,1244,129,1380,328,1043,1195,480,752,1344,953,707,684,1230,475,689,434,306,1065
1008,337,560,822,1393,52,890,967,73,658,258,1023,316,1327,16,1112,551,1230,206,813
157,465,1397,459,1222,1097,717,520,355,1029,249,961,1010,301,1156,1157,1157,1108,261,1086
247,1311,111,794,918,747,1367,767,392,742,333,1011,960,499,891,629,917,648,801,413
1245,272,1439,958,1187,929,694,92,903,37,1066,820,873,1087,42,1057,515,1011,925,52
1352,616,743,1171,597,644,867,444,33,404,1104,536,24,385,682,882,454,993,127,982
906,849,706,897,1320,919,1275,118,1102,537,567,280,456,665,1240,670,272,441,452,737
207,255,344,510,654,307,1350,962,469,469,432,875,822,656,476,77,133,805,1087,283
1022,1103,1154,90,128,118,536,1103,1280,970,985,1260,379,122,458,970,735,560,303,730
989,607,1330,1332,115,70,894,379,80,219,707,1371,346,676,1152,620,1289,1028,1147,1109
463,644,1216,884,718,502,1416,1166,1446,163,194,748,1105,56,415,564,840,456,52,1266
80,1230,1341,406,289,1432,1120,678,74,700,1431,287,1291,193,566,1378,51,596,1128,732
330,565,139,1096,631,1066,896,45,479,106,1426,448,1401,1096,101,704,62,1441,298,983
680,606,499,828,1181,114,920,534,1366,376,733,1034,212,57,1284,1410,503,349,673,954
1374,1299,1059,846,885,891,1150,1136,340,816,276,1312,608,724,885,1341,928,678,1379,543
651,1318,338,759,391,1061,1113,272,429,776,995,127,967,1075,1091,726,337,778,1271,578
1346,384,177,220,1142,1129,854,1007,964,620,314,693,1049,466,772,609,1135,298,972,258
475,119,383,1224,1232,166,822,462,1443,1216,703,704,1297,574,641,1123,757,1306,1226,631
1058,827,528,112,355,540,850,918,1433,123,681,664,1183,70,1041,1392,146,1445,1339,1096
1343,922,745,1072,416,713,860,115,1334,255,1444,1120,20,1309,534,172,619,851,839,344
937,1316,926,1202,827,1039,649,256,508,573,1347,692,1069,1032,68,989,913,1308,128,1207
1313,595,371,392,277,289,257,535,433,292,441,686,175,372,1113,24,1369,892,1130,1040
340,126,1318,95,687,659,548,1113,157,1383,294,295,829,1319,749,67,789,162,71,194
360,447,616,19,454,865,1051,842,3,1272,1368,545,81,1121,954,1447,882,1398,766,180
1079,728,969,556,1128,79,252,167,728,903,231,59,702,488,800,1321,383,316,146,1273
301,369,1064,168,774,543,1298,763,1390,1279,1012,1203,1021,1233,1375,1106,380,87,757,277
87,300,1041,480,849,889,103,1149,539,775,1129,558,635,476,723,374,11,1267,1371,1145
373,846,107,1186,972,383,1142,178,1323,624,1430,1024,953,433,681,935,1327,163,249,1414
1412,768,604,47,30,1178,264,274,277,1308,669,676,806,1286,329,1280,125,85,597,111
1180,667,482,450,447,385,388,133,248,820,1367,113,939,615,821,288,76,841,1387,1082
781,409,1422,491,1381,952,926,1061,1029,457,1183,392,475,1067,509,344,475,1065,679,1214
351,372,1349,726,327,298,1271,1203,321,477,250,1220,195,107,300,903,1190,315,214,367
737,93,1152,1131,1205,529,1389,402,447,1077,315,1078,1085,294,71,527,1002,209,1070,1135
154,1390,1145,394,753,654,193,798,651,1312,990,229,387,914,1352,818,88,90,1305,1374
557,1141,1142,41,354,1251,321,1110,1368,1261,313,1329,553,851,25,771,600,626,1157,1423
229,656,1380,1263,435,505,1030,263,1356,931,146,238,1033,998,970,1026,956,757,774,981
2,1351,975,439,108,311,309,689,887,479,53,1272,355,977,147,709,322,1351,1172,1144
1103,483,145,418,747,1063,408,241,92,1410,853,308,274,1001,708,658,1283,339,158,300
852,658,289,29,629,1428,646,306,1214,240,316,715,77,1185,393,1222,1047,627,1010,1436
1266,35,57,536,486,603,1199,610,859,1361,456,1091,491,1355,185,326,895,1110,157,794
849,855,1091,1413,197,1290,855,1072,613,740,1316,1224,546,430,1200,1411,405,180,1328,1352
143,477,459,216,72,884,607,425,1203,1425,447,1181,234,436,814,1170,60,590,492,88
1267,1314,864,247,1252,468,677,1043,870,1074,266,1225,757,222,822,896,1325,1417,1143,1288
458,790,1042,310,1434,64,820,1372,1031,1167,1089,804,1446,951,137,462,995,320,1250,339
872,1239,919,1238,251,204,169,408,1293,1286,764,740,862,1311,606,246,631,1207,1098,67
657,885,542,407,720,570,74,833,738,170,1229,173,149,224,572,1119,361,899,1320,1173
907,981,432,906,755,232,1227,230,1211,993,488,1361,118,896,692,665,723,1397,86,623
979,28,1280,1199,1284,462,784,940,454,1154,1061,805,384,303,826,1000,585,196,1034,397
1084,379,1289,1091,1079,1003,71,1023,414,179,612,133,356,995,66,478,1421,1040,532,817
1301,1387,1310,210,502,650,1369,375,1064,1207,45,1238,9,1312,811,651,984,800,1049,649
99,583,402,72,1355,664,644,0,873,1364,91,1117,404,840,1435,236,154,673,1131,1341
512,1051,888,355,544,1434,332,275,259,503,1394,377,1408,1095,547,115,845,770,1388,1174
1145,883,451,94,361,1443,334,18,901,390,1257,1391,1335,339,333,965,738,866,191,289
1114,1427,896,561,578,590,1323,1041,1035,363,24,503,97,516,660,522,636,510,618,36
98,1367,1014,723,814,628,1188,1310,835,637,389,1420,508,382,407,990,591,1288,471,851
816,73,1370,1179,252,718,370,493,51,696,104,17,1208,912,454,88,659,1424,464,789
174,88,180,774,912,59,1287,827,667,1064,1203,793,1134,12,1309,1428,765,594,548,1303
324,140,1167,232,1184,950,38,1345,450,275,886,337,84,183,667,1039,1088,1376,1240,427
205,268,288,615,1254,1041,1418,932,378,533,176,570,619,856,908,211,1108,364,809,1010
493,651,874,186,123,367,126,74,81,156,687,66,750,1272,1015,169,741,223,1411,785
943,1214,1447,242,349,849,634,884,449,956,1405,1315,365,975,937,719,1245,970,1298,820
671,501,832,910,1400,1308,352,522,1337,175,103,367,1322,694,4,945,490,398,56,1410
878,381,1284,481,257,583,593,562,902,217,603,1239,1032,1057,1204,486,220,1389,100,561
593,333,930,1417,1396,157,885,1036,748,1032,876,440,369,1077,275,579,777,376,287,628
697,208,56,241,333,1315,533,182,571,158,1,1015,1070,561,378,674,1230,145,376,1238
1099,1353,120,147,219,1126,754,914,292,1316,752,189,963,875,938,923,2,1310,1112,677
219,8,1428,1322,1208,58,982,65,295,748,906,993,1114,1360,1271,1253,444,489,385,262
949,283,446,690,363,1183,358,687,32,1442,1259,1298,350,827,291,215,1322,680,398,925
240,1388,771,138,1359,702,1398,497,477,1053,466,835,520,1322,519,604,1185,518,226,1187
1442,435,638,516,1416,822,468,808,650,866,946,950,698,1332,199,1212,1315,705,523,998
602,864,503,294,336,17,428,1273,825,235,1216,91,31,1006,872,700,791,621,1027,1437
1126,1277,1,175,547,873,271,1073,117,574,457,818,1075,281,457,70,107,1213,854,1168
126,1334,1034,368,1026,414,594,954,1080,1440,291,735,786,1125,809,1075,1260,245,65,474
45,700,748,809,1279,40,1145,1355,481,1340,1328,104,994,1,1020,184,148,539,1169,835
563,289,106,462,1089,667,878,558,317,118,691,672,1356,1304,617,284,613,552,875,603
32,693,1332,399,553,124,1186,581,160,1303,943,427,1426,753,1129,913,440,94,365,1258
51,1008,574,302,342,1286,298,1197,1038,1155,1285,527,72,172,246,946,55,198,254,324
1127,524,500,732,1058,1156,308,439,520,398,865,521,1413,68,472,182,1396,98,631,524
927,991,461,1299,932,1210,1388,556,1217,945,800,1133,1123,218,663,761,683,1409,661,1290
1404,41,1404,482,538,714,1283,299,311,967,820,101,871,541,579,541,1402,809,1189,791
1011,202,947,608,714,1291,132,361,190,56,1244,1433,1047,67,575,1334,1243,233,120,598
438,167,235,430,392,1111,1315,1397,163,1174,64,183,1228,1049,571,1233,1083,340,1341,1219
337,1309,394,1405,811,1231,1231,1371,862,199,850,720,1090,1307,989,565,1337,387,1035,786
987,230,205,326,1414,100,450,1225,872,825,833,194,1178,601,47,192,1304,304,678,185
575,871,1122,226,1110,168,112,905,1052,812,42,171,119,949,1137,446,1286,706,663,87
215,519,272,1197,275,864,888,545,847,1090,721,946,598,1028,691,984,450,509,192,882
970,1107,1409,1040,1352,955,661,853,273,727,474,752,217,1336,888,730,718,1334,718,1298
558,245,857,1201,5,534,404,316,1386,245,402,869,1063,860,768,266,1052,882,1032,406
565,1361,336,1120,56,511,794,575,1153,1014,1362,928,71,491,392,775,870,427,737,930
700,294,1232,641,54,1013,846,1017,428,482,753,464,1259,876,812,1309,1103,112,1359,135
1087,1348,724,775,36,823,1000,75,487,420,636,648,976,23,255,521,836,1036,1122,1365
570,112,1104,918,386,1169,444,1340,1389,425,699,1115,618,623,921,271,915,533,1107,615
1403,428,437,606,745,442,522,110,1087,1030,902,81,348,1418,628,450,288,643,57,1176
682,542,675,1309,311,1213,1378,224,1205,679,325,674,957,1345,815,107,586,1433,700,97
7,1049,317,672,474,698,1106,309,961,1241,1278,1445,585,370,429,503,185,810,91,876
1090,982,1202,438,414,898,35,277,62,649,810,609,1115,1107,60,363,801,563,745,1059
732,331,1396,975,1102,5,1078,1329,145,1026,777,46,298,727,33,1185,392,1145,943,211
385,1243,463,1184,89,390,1182,1289,11,585,1272,446,706,609,494,1217,1150,852,944,666
25,804,1080,640,738,182,1134,239,719,899,133,184,331,1425,1244,332,1299,367,144,1108
299,773,50,340,406,72,733,1239,1062,880,877,213,1289,530,705,967,559,1162,1051,929
705,669,1083,1298,1230,782,1430,517,624,1181,71,934,1237,803,927,1441,1445,909,743,610
445,322,472,1330,405,1288,709,1298,24,1087,1099,418,584,316,45,937,384,1282,402,1397
1276,57,1066,611,1253,517,391,431,1134,1439,993,569,1101,964,260,1399,1092,121,1145,345
1207,496,804,1432,1185,735,1405,615,946,85,170,1200,1244,1338,934,1408,1087,854,1002,1015
1153,87,260,381,807,242,306,463,41,1445,101,567,658,99,808,1001,1124,254,755,947
595,650,310,1115,236,933,182,1028,366,988,409,1321,780,809,234,637,1113,1041,118,1357
49,446,967,1117,65,1225,3,1420,141,494,1097,72,1056,1291,588,393,785,451,1175,1167
976,26,192,1126,1445,292,963,832,775,670,1117,26,297,263,280,57,1099,793,256,687
93,1139,315,529,420,1279,760,394,126,1020,543,63,236,611,53,291,563,1302,289,712
585,893,1253,1185,321,1206,706,1389,799,127,346,597,1199,51,219,1407,1386,646,1075,469
1277,271,297,978,46,623,932,1368,918,375,398,635,1287,80,905,624,1177,428,311,545
584,1226,1249,1357,941,1311,611,403,751,790,778,32,1206,428,346,934,1134,206,324,295
211,1268,1411,1415,1134,1166,848,590,1012,968,505,931,345,308,357,545,701,1172,136,45
933,925,210,1111,982,1293,726,684,335,1150,440,47,448,185,268,596,848,448,516,167
736,450,1238,1275,1408,578,345,446,147,1347,565,1121,49,813,319,399,617,88,856,209
382,60,834,1390,924,744,1317,423,435,1339,658,360,1127,1375,1082,1211,250,1418,736,1064
537,1343,1133,240,379,1058,571,339,1132,1423,646,1139,712,619,886,652,934,418,77,473
1292,371,165,1384,735,1220,1205,293,703,1144,419,114,574,834,215,1131,500,355,1139,25
1181,1286,458,785,338,1036,610,839,460,1229,372,1207,597,1169,842,848,993,857,799,1448
134,106,335,1402,1317,336,188,159,757,1352,421,642,246,785,706,547,1211,354,210,1055
158,436,468,652,1439,764,156,251,621,593,293,1116,1357,697,328,195,143,946,109,505
724,102,279,628,240,388,1098,895,84,1140,606,897,666,323,587,635,565,1386,119,1322
404,522,1196,463,183,515,1046,737,996,122,923,158,313,340,838,389,24,1109,1372,826
90,870,622,33,226,1234,509,1022,71,324,1361,568,993,448,172,1037,474,1056,919,1261
764,836,84,184,916,666,1444,765,551,1346,751,343,557,331,1142,660,1000,101,861,671
136,1154,538,75,741,173,601,795,932,1335,915,111,945,690,1386,1382,1431,507,1080,0
1447,32,1017,1342,1023,287,1306,1162,1393,419,1357,474,1060,670,116,164,1314,788,1281,633
76,807,1361,764,413,995,1437,233,1011,1011,417,663,894,1213,1358,757,355,1370,630,1418
740,863,428,894,279,1359,1097,557,207,371,1264,18,1234,669,584,1434,1179,169,951,101
471,342,1174,939,1362,630,830,1144,1184,385,1297,901,437,243,1177,874,545,1136,1438,1014
940,453,456,991,1340,1184,970,933,610,194,899,1185,961,389,372,754,679,1395,521,828
982,297,644,1388,1345,357,997,725,828,360,1016,227,1078,965,1101,276,221,1372,107,1268
279,1429,527,1292,951,966,1266,1268,331,746,1162,1101,887,89,702,37,1040,323,908,517
889,376,1130,1050,1097,132,1124,541,232,1101,944,1025,52,595,1299,636,608,532,163,781
1435,1296,319,689,1215,1195,1294,662,270,590,941,593,1214,246,625,1176,124,1276,620,470
1324,86,758,428,804,858,904,812,1154,1247,959,179,1300,1118,220,337,466,813,565,1245
761,612,948,278,823,1341,366,190,280,915,1128,1283,1346,658,1369,35,241,650,284,435
772,1070,346,1386,61,915,230,690,1352,346,44,884,717,812,693,588,827,495,560,1254
66,22,821,868,417,128,1261,693,543,1240,1250,484,99,119,1355,827,1174,1147,1024,43
214,508,129,139,1051,725,331,475,1220,1180,905,41,1334,587,1247,892,1424,244,352,574
934,1237,1183,417,1378,162,1084,1410,234,66,253,244,333,313,1211,855,1196,818,1037,920
945,581,250,1166,1165,1438,552,453,283,906,1170,333,432,346,818,110,335,812,1354,1388
1102,198,978,225,1029,609,292,1098,1122,951,400,55,1096,390,728,477,342,1378,161,684
97,1218,197,780,1422,885,1366,589,1274,1037,338,1293,645,1334,239,1004,50,350,415,1114
