group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15,group_16,group_17,group_18,group_19
1297,14913,18774,20896,14847,3181,18543,20903,7408,9345,24018,15242,22528,8396,19621,24793,2698,12303,903,1814
9414,21147,4048,15088,16019,1970,13453,3922,18935,20290,23676,11861,9419,17915,18088,7608,12481,3550,18157,13293
5985,9915,14070,4176,14042,12898,22409,5181,18075,7741,2284,8072,15726,19230,19898,4556,21128,8834,15644,24632
16280,1544,3255,8985,4920,8361,7585,1735,4109,14947,7423,12574,11645,7031,20819,6177,23479,5938,25793,6865
5326,10890,25428,8105,24820,7325,7224,17998,15662,9807,2457,3842,17955,11321,21665,7292,15555,4572,13329,5829
18733,20414,15596,2076,11238,12251,23949,23839,19570,4116,1423,22693,8003,18466,14409,4985,15098,24646,10105,11649
13964,11026,8042,6749,11853,7082,25856,18573,163,12852,10750,11816,9968,8186,21106,6615,7091,6804,4028,11569
1938,12968,2579,3429,25066,1290,8136,14467,9286,10388,9335,7971,18437,13924,18974,24877,13708,7093,314,16154
14376,24708,3084,25579,19902,6798,22463,7536,10252,22212,14325,15348,7440,19416,9537,6342,1462,6298,3999,22627
24881,21698,5799,18327,15247,20428,25887,8140,5168,11449,2639,3014,9592,8725,17271,4601,3641,10491,5952,23694
10542,14956,3453,11658,11770,3539,828,5472,25412,3200,23916,190,10959,14454,24982,9356,17607,5339,21884,23569
7270,16254,23192,21511,23172,16764,10334,21602,436,1623,13221,2004,12579,10996,5878,12886,4355,10814,850,12362
1698,10638,10397,9884,18803,6519,20084,7282,3432,19059,394,9865,6461,13724,2797,9564,11488,20435,23649,10717
14502,14528,14236,18722,24779,25649,7021,1683,14453,22878,23743,6190,3485,17860,24243,3712,8417,10952,12395,8866
7555,8169,17012,25563,730,11518,23377,14473,8664,24470,17401,22510,15266,11807,10941,21539,18745,19252,13035,597
6709,4882,21805,10567,16260,3987,9117,9835,23484,17620,7894,18917,13184,11243,543,13091,24784,23559,14484,22248
18862,2511,7208,2741,12470,1386,12600,6545,19285,15513,22257,19205,23754,25161,8563,2873,8935,7698,10015,18292
9051,14425,24844,9358,12488,13235,14951,9958,13299,17809,15381,5389,4341,20281,16926,25571,5829,6835,5055,8840
24019,1475,13326,25906,4375,694,240,20595,793,25660,8798,12579,10889,16733,2455,1948,16109,10252,20016,15084
21448,16597,20038,15052,13020,25814,21259,1263,7473,5904,3636,5087,7411,9106,4432,15580,14487,13600,15279,17009
20136,11353,6489,11548,20649,10718,751,10624,13389,2406,12482,11362,17779,11252,5853,13304,9418,14659,4663,15758
25064,10145,11286,22806,19872,8226,11049,9941,13657,14813,17394,21945,3898,4762,6160,14332,6353,24075,9830,22692
23864,15120,2054,2038,6807,23654,23294,2852,9734,13239,18062,268,15564,22910,1189,21073,17589,22233,1403,11401
8168,15149,19844,4262,22388,5723,4307,3283,25551,14497,10405,4153,5847,24020,657,3102,9510,14684,3813,5856
13500,17383,14005,830,15364,15061,25204,24363,10561,4762,7195,20679,1435,12910,22991,20470,14171,16742,18142,2040
18601,13730,2561,8202,17420,5842,1309,25700,20051,17260,6418,12528,7391,16004,4331,20495,4828,9693,14179,14275
10776,1496,23291,8881,2686,7937,23260,24007,9229,10216,24655,12360,24499,24598,16066,8545,18266,8219,22595,18810
18298,1852,3814,3119,23444,5304,10264,7386,14693,18386,1830,18934,15560,14885,15486,25072,4084,25338,9946,5760
13862,25949,550,25804,19133,24522,5468,11511,16672,14122,3594,10496,17273,8250,20238,3730,4572,10719,18460,5552
25920,15664,20379,15196,11084,15809,25623,266,13029,9341,1719,20806,2846,22727,567,18637,7683,15673,1277,9197
1558,24754,16224,6382,11406,21615,5556,15214,3168,19494,11875,14456,14702,14647,14123,13284,16252,14647,2888,8214
2965,15183,8140,281,11507,20662,12426,15484,18870,24673,10205,14661,362,3356,22919,11550,12728,9720,23015,4575
7511,13711,22328,23466,740,13565,14375,7082,15427,21656,20822,18080,9428,18338,14314,22535,4640,3701,11399,12290
18257,3839,15419,5999,3514,658,18874,14373,17454,23448,6527,25271,6326,1185,1534,23199,7535,25334,19235,6744
10738,12550,10394,12176,6527,21186,21677,22031,10983,25759,4548,2726,21697,7098,15637,5536,25163,2932,14691,24244
6039,8251,3372,15995,19082,24695,119,14028,8703,18941,22247,9138,15115,24002,1632,14711,10573,2931,16287,18430
15687,17726,19553,6197,9947,10472,3323,11044,9733,21441,5331,7929,3254,15008,5588,4073,17612,24986,869,5050
21509,5556,9287,9927,9869,2430,4897,6841,2,12412,12023,19334,20399,1198,20117,22933,21643,20434,6024,7888
460,8738,7991,8454,24351,2247,307,14369,1351,394,20501,10216,21280,1132,237,22808,14471,9824,24912,20629
1694,7813,15768,20584,8827,1401,21114,25210,17306,2508,3359,25483,10971,11039,9330,5679,1509,1922,12155,1564
17114,3350,19254,6269,4261,2144,11430,7545,3729,5793,12357,4537,13743,9683,16774,153,19572,17791,13311,10212
2719,21129,3230,8344,12548,4989,993,21738,13921,23534,23522,2373,7089,15185,6618,3203,10218,19649,23640,4067
18444,19988,8570,18391,11847,25072,17894,11491,14771,462,10504,6340,10930,13888,25448,8032,12938,11520,13480,22963
12201,15951,19326,20804,18049,21402,25764,17446,21719,9923,15003,11292,5354,18803,6138,3848,23028,16426,21067,25682
18763,7444,9451,10952,21809,19933,3712,24526,23880,2849,17425,21778,1408,5186,18196,21543,5554,20822,10495,14824
14562,16897,15161,5047,8160,14839,8984,22780,8832,9736,22160,21836,9730,3374,20016,1894,7693,17334,25817,18137
22787,2502,20666,11342,18535,22038,11561,23938,14230,16959,17535,23030,765,2760,23144,23917,25380,1843,8131,1839
24022,25342,17295,5045,19049,10270,25777,25790,7174,20689,12614,16632,5666,17471,9975,3949,4175,9435,20303,18908
20472,23174,664,1338,16740,25152,6302,2256,18617,3257,2099,16024,13079,23238,20981,25826,21190,16659,10146,2939
21338,12311,21833,16476,22299,15886,24096,15575,18421,12976,19286,15586,19979,21679,669,20373,6655,14763,21887,1362
22680,22434,7944,78,2283,5133,16540,12576,13866,25209,7358,12505,8399,20332,1387,12476,3920,8733,7834,21974
7920,10180,18734,16510,16449,5056,23984,4695,19274,9475,2512,12561,1712,21317,23072,7732,19564,809,1889,8359
23472,8889,15413,21236,24527,13792,24221,14171,6799,25889,12501,6531,3202,17805,8597,8393,9486,12551,14041,10285
13786,24152,18712,19661,17880,20164,6037,11541,4797,12210,16546,1100,4876,25033,21247,22253,6899,7395,21079,23358
20727,1277,2541,14594,19636,5440,4142,5718,8390,5235,689,3550,14846,20792,17997,7065,11942,15643,19924,18181
19909,25840,18360,11125,17625,3463,22114,3752,12693,20983,17079,14045,16939,16189,23613,3330,5542,2296,14345,11961
13174,22100,15960,25811,20462,22650,3750,4050,22325,13397,13126,21062,2315,1665,11953,17059,12736,16629,19303,14748
803,6604,90,23177,15594,10653,19588,8633,3473,1822,3332,2171,4022,15205,17674,19070,11495,12968,23403,19106
11089,25894,18503,25615,8343,14035,13893,4478,11116,5730,10351,24893,16554,8292,15197,7674,24750,23553,18926,24579
2189,21303,22006,14275,10022,21867,11362,7698,4046,16836,24766,361,17755,24292,19061,11943,3675,19223,25278,25841
25930,11370,12602,976,20833,19183,20307,21712,4603,20852,8240,10210,2591,23976,19774,10094,20811,10738,22818,18909
24474,19072,17224,20850,14586,16479,3915,18567,24231,3805,1245,8100,2469,3915,24942,15635,15658,8321,16689,12712
13520,15907,5298,9067,9798,9147,18130,320,23526,11835,14711,15818,21220,7286,4512,18039,9238,22497,22809,19676
558,25245,14191,6721,13905,15262,25654,20378,4063,22832,10633,16476,14165,17382,14069,22265,20280,19732,16423,7212
4425,8873,8086,10580,1507,16447,25370,18376,991,568,9933,1889,2607,25404,11120,12329,347,25946,23031,5208
11408,17525,2318,6306,18129,13433,8342,9387,5133,23990,3972,8515,11628,22755,20180,4211,18269,23336,22875,14389
16784,4773,25348,8904,20152,25054,17049,8558,18272,24299,18767,11530,40,16403,6757,11552,1985,19538,16977,14157
8832,6549,20417,11760,20663,22728,24385,20386,16085,894,24879,24236,5313,7038,5253,6348,18481,14619,7899,1502
13282,20167,20528,3280,14882,4249,22310,17632,15988,5473,9359,24296,16197,9332,23539,24655,705,5695,22410,20035
17976,5108,24350,2126,10820,691,7961,13455,23616,19307,10331,18933,14538,23947,534,7737,24368,10004,5756,7289
24215,3050,23392,25909,13176,16891,12652,18360,1895,24878,9343,4773,1202,16500,7199,25022,11188,9010,15549,4283
19790,13884,16772,11397,20939,8148,12319,19736,19383,3050,17373,4809,21027,9610,23754,25490,11468,18709,3776,9422
11325,4850,1773,10335,10802,6508,1547,1219,11041,20438,24182,10049,25405,4014,8317,12867,19056,5751,13682,24265
9578,17228,22484,24388,13475,23365,1368,20894,4677,3882,6815,24319,15042,9621,8944,16553,6198,4792,3058,664
16734,10002,22586,6463,6584,16605,7764,11636,3839,9981,9159,18753,2666,9403,2758,15429,22043,19375,496,18544
8982,3512,19347,1756,11205,10864,2461,20908,4645,8413,3259,6645,15602,15762,16838,1359,8490,362,3937,9725
12677,13284,15291,19514,1744,12488,9141,17786,20142,18401,11130,5910,9736,23992,5343,13502,21568,20022,7150,12741
12400,10738,13234,1591,10614,25940,4789,2246,5463,19978,7864,9935,7597,2128,18009,5236,18574,12659,886,8082
19941,11338,19435,22978,18358,14866,24245,15877,16396,23637,24465,15730,5338,290,17572,21622,13612,16766,18802,13252
6790,1584,14893,25418,9411,7842,14716,2796,15030,11345,7628,17595,16880,19275,17513,9913,22724,22648,19442,24050
20743,21719,15819,7029,19508,13866,8811,10844,594,831,7542,25127,3364,10920,2093,17084,3218,837,6072,437
12144,21492,21049,16844,3170,12453,377,6952,23222,11924,22815,10527,5821,16359,8758,24596,10709,8341,7310,11655
23214,9477,5887,15314,80,22293,9086,13763,17486,13097,15768,24370,759,8294,10012,1787,2220,24064,15614,20186
22209,17180,10753,20027,25872,14472,20867,2415,15636,4470,5152,203,5292,19591,15974,19372,12727,19136,5787,10298
4814,12264,8840,8234,22990,910,1752,23901,25956,12666,6059,16325,21378,13152,9911,5045,23533,6422,20091,4614
11629,3434,17272,22259,15870,18452,24564,16919,3595,16025,20834,25526,17362,6732,9035,8492,11187,15815,8061,17738
11626,5055,6474,908,15188,22762,24953,3720,23586,21916,18375,6669,15950,23380,12250,11847,11246,19121,23334,21660
22925,18003,20961,5569,157,5078,16541,15872,12973,14351,17642,3554,7221,2277,24081,13410,22920,21044,13923,10521
21581,23564,21954,6522,1735,19494,10957,5560,7797,24757,6529,23962,13270,15547,17507,8776,12502,25355,15029,22831
15964,13255,19958,13972,23222,18087,22276,5255,3214,14798,8695,14051,11690,10153,24432,2001,11233,814,10288,18952
18738,18254,19571,13756,12850,20113,11237,18658,6694,23226,5427,18214,16138,14232,903,15551,5266,13847,9041,13531
18599,20454,12600,3265,11959,9492,16724,23326,17207,6414,18701,18733,7164,10001,13599,17658,18267,17947,20758,6990
1974,4787,25924,15791,9352,23755,6126,25941,20702,10305,9699,5726,18013,15967,23765,8969,16737,12376,20000,16361
7207,20228,23121,16782,11460,2735,11061,4395,18056,3963,22076,12519,14963,11154,10452,19607,9250,23204,4277,4062
25485,9840,5902,21456,19307,24430,17381,20965,22364,14079,21394,19619,11766,16529,14852,2240,13450,5074,25942,16930
8789,9071,4712,3498,15452,15673,20009,1849,13359,21243,1380,3394,16549,20904,18474,18905,7613,24310,16030,23201
8852,12140,3075,19474,25021,2653,12158,3095,24580,13035,12328,235,16383,20758,20578,10221,13474,2593,15336,15593
18838,25838,4495,12087,24753,676,7065,650,11856,6484,9557,7713,7027,18550,17993,14063,10988,7233,19329,4008
10784,14334,10364,2551,6354,14261,13886,14943,23933,12232,2721,6460,15385,11740,24450,19177,356,5868,14004,11575
18508,18565,9605,867,331,25462,16211,9153,17737,3825,2631,20687,189,21009,10055,21594,25448,5066,23292,6871
15625,23697,14002,7091,5775,13980,24807,22408,13162,21114,11364,23582,19160,651,23116,1284,3672,3627,13947,15247
16255,31,10002,10702,24961,15473,15968,15005,19557,5462,20191,9429,16451,1830,1453,13030,1436,5631,15388,2861
8188,9776,9151,13057,18221,10069,23556,11867,16984,3911,2887,14518,18897,16648,22017,14910,22229,24381,24208,20349
25045,14872,8596,19426,6464,5672,7601,17373,4253,8650,22552,13334,10173,14440,16029,16303,13507,21478,9544,23233
18578,12223,12991,1043,25380,808,21073,24755,19705,7842,12883,2435,25684,25183,2652,12225,18,17312,3385,5024
8690,21987,4888,15989,412,5817,21516,22076,8546,11985,12030,15528,25112,6237,20828,6368,7263,8885,5008,853
25165,4020,7172,14977,22459,9884,15066,20458,11042,7885,22546,20575,15190,1589,9272,15478,19498,24366,21435,10499
15609,11296,21799,9492,5174,2925,17507,2042,20822,724,19939,12233,5062,14037,7715,24948,14740,8212,3661,18851
7414,18308,455,9367,25712,21868,1878,10116,15567,5556,522,1231,5030,22297,14705,18583,240,20964,17361,21080
5730,25506,21495,9487,25504,20601,11336,21596,3991,9012,7381,9409,12705,20288,24978,20911,7955,17806,5293,716
14853,1956,18303,6161,16883,12562,20829,7011,6034,7091,15704,8445,23399,6619,5667,8680,4714,13351,13835,15376
295,19824,16703,1353,19387,23288,25785,9446,14979,17492,11781,22632,4936,22648,21158,10141,7921,25239,13019,9484
17451,1637,6693,13248,15254,22029,8059,25279,10174,13145,18082,22716,9452,3384,16104,11521,2531,3446,3689,13156
17747,12738,9486,25182,5930,25009,21347,13467,17877,17408,16699,4858,11381,6806,19056,14220,17458,17276,24775,18102
19860,18134,3837,12305,14629,19599,227,13347,20836,25188,21445,6257,3637,11002,4377,9912,25071,272,12642,7864
5206,19111,9649,8350,25958,912,16407,2720,813,4131,21427,14302,2730,25439,3534,4481,11331,25075,21567,17641
10859,24132,13297,17762,20577,15584,23678,12236,18795,19104,7935,15566,7414,20009,10008,7978,15482,19834,17920,4382
16708,3423,18914,19971,1575,5411,4817,14125,6094,25736,9779,9643,1863,6385,23880,17075,16141,8144,7107,20194
18355,14390,17365,24763,444,7902,19528,13452,8478,8094,24046,9545,4464,10931,10181,24897,5436,21548,14458,19372
21057,20220,21354,2683,1014,6346,21017,5847,3751,13023,399,12796,6958,23488,13633,6089,13673,7849,22424,23808
3233,15432,18369,15659,6005,14569,4540,16725,16914,12129,7462,2359,3284,25923,20598,21337,15221,12443,8153,12707
20896,6609,4646,23675,19514,22507,8058,7263,2798,20856,10879,15171,489,14040,24892,7090,5132,16683,19532,1611
14653,14394,803,2985,19603,4985,7747,4819,11408,20460,9246,17832,16881,2891,17480,144,7393,21023,13237,7324
21590,21937,20790,11187,10780,23708,676,9587,19746,4005,18566,22899,19507,2442,11599,15857,23277,9513,8103,17670
25598,8069,14463,10799,1511,24777,983,2123,5219,14383,9172,17461,21119,14203,4905,23059,19540,12424,6814,11938
7366,16179,5178,12740,13831,23359,20565,4054,14428,10672,11516,20078,15111,14830,10149,18522,4228,22020,25238,15423
998,24767,12799,940,13205,21347,13608,16113,15047,6026,6986,3140,420,9324,14104,3861,24753,20869,722,16959
2105,7264,18222,18138,2506,5200,10942,15725,12570,11060,19724,4230,16422,21237,11570,12287,4397,20917,8529,15465
4291,12401,21334,6788,25568,4298,15390,20797,24234,22717,6789,18183,25394,13232,21560,13842,22140,10451,13511,15417
10664,2990,2284,9327,6213,14673,10030,218,757,9518,12177,1247,17744,8837,10690,4178,2025,9264,9831,11571
15880,17929,7514,12608,18929,22352,7511,14267,24323,841,9648,18975,13592,23759,16222,18057,2202,6347,17655,17058
13463,17819,17397,2462,18756,15362,3883,17927,388,4319,6979,1612,8212,7790,15472,23139,8793,16560,12094,18250
8800,7994,22146,1268,13069,21790,9970,24776,7569,14754,23989,1154,8760,7676,16756,13436,2186,9022,6879,23823
22734,22279,12761,5753,4776,21693,21850,22463,3756,21333,14660,13029,24308,14453,20963,24695,16503,7602,20241,18836
13992,10686,14092,19929,15755,15910,7956,15493,8917,18750,7245,10604,7439,18173,20517,16088,15457,17646,15712,24079
11686,6855,12951,13076,24286,23112,23655,4992,13103,11395,8877,15630,5867,5414,17986,13370,4931,1440,8951,22978
9166,9547,3721,17090,19369,5839,14857,24790,7020,17993,13138,1151,161,22557,22500,21350,2972,2225,19169,24646
6139,5435,20580,15992,3013,22610,9119,9116,14067,5330,24969,16370,21866,19540,20278,18566,21423,10323,20649,7073
10651,4623,12538,15103,7057,10873,14113,12857,1996,7883,19222,13987,245,22167,8809,24550,14813,16007,1442,18964
17052,9589,16558,14744,10863,3716,5482,10202,23990,3858,5855,9402,17280,8276,7169,5877,10707,397,21442,639
7334,23469,973,25452,18098,322,18996,20449,17921,20131,20438,2122,13700,9446,13551,18336,24606,11351,9524,8019
3681,83,6737,24485,19857,18937,12800,18373,5759,4603,15812,12482,19691,2653,12846,12057,23044,23437,9028,15561
7846,22496,13274,19742,23842,3896,3032,19367,12673,14263,21415,21126,21754,6757,1780,17618,17317,11732,1638,6686
122,23181,13064,12796,6883,1806,14673,9611,21350,17237,22183,12543,11798,20448,7319,20981,13348,3921,22862,8607
23983,21882,17501,2950,22677,1315,19652,3327,17056,12651,14551,22250,17299,13684,19176,2155,6210,18507,2912,3754
3766,14308,10000,4707,19885,17816,20944,5108,5361,19380,5614,3814,11249,4772,3532,8191,19358,1586,4129,11679
21239,18881,15279,17554,3970,5038,16655,3333,6823,18213,341,10436,17859,9071,24273,24830,11329,15229,25423,19671
24631,6913,8746,17566,24476,25776,11289,11951,3990,15796,2791,6947,23386,9313,17484,22418,3264,24667,18702,24470
20831,20924,3383,19645,6712,2099,24411,16453,876,20116,21109,16741,22681,7480,15579,11454,4955,1836,17632,25876
13213,16849,14299,7621,14127,14683,3596,6440,12248,15501,21517,15023,25013,25721,16472,7779,15693,15011,23206,17915
3172,7153,13254,13625,12266,9695,24887,23863,6618,9104,19543,19869,7895,17183,14316,24360,14858,9278,23449,18764
9942,1439,1474,12008,8580,2297,24781,8771,19833,21710,18757,5272,2917,16671,16384,7910,1355,19694,23358,5370
15553,23029,4407,7274,2424,5844,21863,1781,7407,21107,12948,6965,6702,6142,23602,18471,7561,16465,2794,22554
19300,7997,2896,13535,24170,5537,20939,20781,2147,24863,4614,16751,9418,8005,6596,564,19651,14761,12533,3515
9818,13134,25925,15544,16116,1178,25482,18292,2915,8688,8286,13887,21160,12044,8737,25593,10251,18180,24298,20963
21683,25251,17760,11353,24453,8363,17324,4789,9222,11290,3760,25340,10863,6305,23986,21633,18972,21749,3004,9939
18446,20260,23946,19801,806,18672,4898,21638,11105,20770,15316,14834,845,6831,21345,10731,11707,9051,15730,12408
13058,22945,16317,12354,17936,5424,15216,7830,14177,7225,24953,17901,5518,14170,14961,899,10501,3850,11226,22251
21232,12337,6548,19724,7434,17348,13594,12745,14646,25171,19437,24401,11175,17694,6299,16346,18885,16069,16887,10223
7374,17994,17443,19769,2874,24540,24117,9641,13112,18774,13997,17472,18082,20010,97,25614,2021,9068,1302,25238
7328,18046,6595,8679,23237,20943,23559,21285,4016,1520,19904,17707,15068,21032,5801,10785,11895,13310,21910,15736
8727,6002,7505,6568,18983,7477,3216,24999,24766,5062,10793,3126,17330,10652,7874,20511,3002,1017,1024,2251
316,14573,13431,12922,6593,20341,9756,3394,22382,589,4968,22631,23277,6582,21210,17697,12902,23761,17873,6850
209,17575,14352,23792,23974,25207,7871,14272,16644,10932,20843,7171,16022,25897,17773,18252,12861,10542,7277,869
23381,12035,9575,15175,6427,15610,3815,12303,5017,25588,2871,15738,21315,22226,14830,2837,6373,102,14392,21399
18905,19253,1845,9103,10640,9770,19132,9491,3311,19948,15047,21743,24229,19478,6658,7590,25623,21140,13892,17613
741,17495,14517,12585,23749,18359,15605,8957,5325,2720,4772,2470,12755,17895,4710,18417,4936,23557,15934,7266
1407,21728,548,13607,23595,3558,18293,8665,19510,23756,3210,9435,22827,4468,2706,8882,638,9677,23602,3750
15298,7187,18851,12891,4708,13342,23319,7571,382,4195,13478,20955,6793,20489,8232,15304,2765,16284,2860,21983
5024,18045,19869,24617,9469,14126,25303,6023,3528,10980,14885,11025,5191,9718,13072,8828,12102,18751,12736,18358
19334,18469,13070,16083,17869,4310,17096,24757,6448,8054,10580,7567,16210,18492,17416,20601,8973,6719,20977,25634
20233,2175,9173,6780,22110,1953,5530,13024,13305,1323,20016,16004,146,23966,24362,14452,10171,10603,1310,14795
4831,435,12299,15919,22024,12589,7644,15115,5723,13153,16147,15270,25199,17939,1730,6935,22200,9879,14657,9081
5281,21592,9953,21342,11092,2701,13766,2953,23346,4792,25101,10553,5161,3725,17697,12566,22984,23771,21728,23763
284,11571,24011,23682,18949,3631,9618,18105,4041,23760,7276,14571,69,24251,4304,42,14486,21085,12035,22826
19291,15721,24380,5820,17386,8505,17881,646,7440,13742,20006,14688,11429,18801,21202,17400,4143,12705,9902,6577
17478,21023,23484,15603,13737,24348,15578,238,11086,5792,10256,5569,20971,15206,10219,10948,6294,21498,4143,21329
9556,17915,3646,22696,19143,14215,17035,1399,25705,18692,23695,12073,23805,24939,15072,4989,8681,1089,12113,20915
9246,14918,16826,23631,815,15270,4887,18700,25614,15875,12165,25664,15568,7926,22680,606,9355,13091,20801,22013
20190,12906,15372,17489,20033,5450,7428,4928,100,4279,849,20667,23231,17845,7366,10415,10668,24266,16386,25097
17858,10805,14053,22854,25450,7214,33,15592,5975,1190,1303,151,22890,5856,17580,17082,25365,24934,17178,23470
3579,22662,10947,7256,23115,23337,13031,12504,4528,885,17720,11691,5235,2725,13093,13761,11731,18721,15531,2303
21360,13923,18202,18766,6923,11801,16782,16009,12481,11361,11552,19859,21422,22695,5982,10107,7929,24162,18064,22738
15545,410,17652,8910,17310,7452,24119,9863,24996,7148,5009,4393,24975,9200,16346,21771,3734,18818,12471,6819
21497,23554,13648,20819,2559,6012,1990,1942,15630,7375,268,17849,3590,13977,4477,18658,21693,21065,6054,2812
24082,1924,23869,22078,2829,3037,8015,17524,4545,16823,18639,16523,11516,4297,3751,4451,50,17931,21622,13430
4827,5592,22374,5659,10550,4412,21391,1804,21591,17490,24294,10449,7885,24912,8943,7885,12522,2231,3337,9007
18903,14357,21019,2262,16988,20470,1526,1814,12612,21737,21786,5214,25732,21341,10260,13697,20392,11557,21523,9069
20506,9911,21139,19470,6436,18788,15463,17315,6417,11737,14691,25439,12898,24051,20272,9528,2040,24139,21478,17715
8553,25019,25853,12986,16804,4728,8503,612,10048,21541,2949,12645,2187,24356,15940,17167,38,23140,5169,24090
17363,20710,13604,9565,9983,5691,10118,7083,23831,7327,6129,16681,19864,21372,16315,12529,18501,3332,10889,17639
24425,2892,2097,4037,761,11565,22218,1841,22295,16476,16607,1825,13676,23965,17594,9512,976,6243,4314,15407
14392,19477,290,16044,23219,16608,6510,12175,3228,25531,3016,21063,5629,22080,2898,25235,23977,6068,13478,20528
8467,3119,3750,9819,14877,1719,18089,23768,16045,14581,8904,13723,12386,11307,23406,6514,18087,693,24995,438
15170,2934,8054,19382,14787,6963,6756,3000,1607,17450,17763,7064,11638,15672,1468,9651,16176,18397,20210,18978
11428,14670,23110,5709,5498,3113,15944,6644,6342,14521,17927,16395,6750,21876,17227,14521,23266,3150,4610,614
17385,19493,15379,14337,13260,23719,3272,20486,4873,5626,2595,24513,2424,18958,14978,20724,15712,4944,6489,9037
2139,14613,11910,20442,21342,3966,13725,13146,17192,15882,7606,9151,25752,24777,9165,7606,7948,6615,4496,16841
18532,14607,4205,15015,13137,21760,3165,11036,12969,8720,7454,5319,13766,4918,21014,16672,918,17897,212,23537
19472,8964,9423,7107,485,21325,8830,12988,23407,1425,9474,21393,11366,2066,13700,20327,17041,10739,3518,24982
13349,902,2723,4843,25643,4467,24948,8344,5350,24755,14845,5630,11278,10203,14800,8010,17555,10703,10818,9557
5634,22546,23265,3433,4129,6988,16798,19745,2345,20072,14253,4552,1400,6057,23102,3353,10010,12454,6623,8422
25268,18328,5102,16612,19512,22124,16289,19535,13550,4197,24350,19282,25182,22707,697,17540,22825,9560,8722,11750
10984,13707,17664,14396,4621,18041,2141,12723,1088,7838,6064,20842,17850,14563,13284,9648,2577,23790,23547,5572
24194,14993,144,14534,11043,835,23977,7146,9542,18071,18497,6849,14980,1531,11143,11296,24906,7500,673,14441
9790,5923,220,14674,24144,19424,10478,7840,4143,4918,7244,7043,13550,18386,14065,16816,15754,13514,24112,23908
12272,5412,11034,3298,10114,10942,10494,3725,19497,12961,11194,16685,11212,20722,13402,25748,5640,675,23144,2866
3825,16866,14902,18256,19688,17787,16837,9631,18435,17362,3954,17181,4134,5775,23429,7928,19065,5351,9762,6035
16122,18002,13232,3728,12626,15194,23838,21661,11732,4573,10045,11660,8674,6825,24559,22645,12433,17219,19973,23755
5552,23212,13465,7532,25177,19515,22447,7587,14056,11749,12559,8199,23270,1838,6746,25270,5978,11890,17074,18217
14568,12802,6273,23399,20240,11244,4465,9805,1017,5414,24435,13211,9643,2384,19240,23054,19092,2558,1717,13888
2721,17492,11791,17985,14335,13744,18088,3486,15612,13852,16039,10695,19769,11708,16965,4244,22304,9084,12594,9890
971,2940,12351,8718,24224,6560,2191,19380,20219,17400,929,24173,3491,5634,24948,25780,25735,20089,11462,12690
4965,8788,20217,25247,2085,23877,9382,24116,19161,1450,17443,1993,2387,13993,5809,5653,9221,17848,12133,21647
24366,17152,9190,19063,19174,4767,22955,9149,15425,25440,18202,11589,4386,7379,4583,1780,16121,8841,10032,19243
13796,9134,2272,6204,24237,9169,4723,22886,1732,9008,4951,660,21073,7501,21973,17673,9763,25015,9476,12528
22254,12863,22204,7517,3898,18856,3180,11071,4894,2384,10593,11511,11021,12068,14929,11715,13677,24207,14769,23895
13642,21690,3124,2800,17599,16310,3123,25032,11998,25078,23665,442,5044,9870,5625,12973,22929,5797,2666,11744
4292,9723,19931,8734,14450,1696,23498,9253,20805,25717,3094,13401,9885,17485,3195,5134,11813,23342,420,8023
22500,20378,25563,12770,12497,9637,180,23126,10295,20373,7754,1864,7274,3145,4020,17091,3059,21625,2679,1470
3278,21108,23037,17904,12779,25132,3592,25232,18725,18979,13970,13612,8108,22033,6339,23341,24741,3485,23044,24314
13567,9440,23357,17541,14387,10994,11431,21862,16408,1148,13429,15042,14131,4667,1536,7088,14074,10582,1416,15941
5925,20491,24604,11379,11157,6954,1625,22742,16198,10975,18869,6056,9261,16707,10923,1203,20241,22468,4690,3696
23940,21016,14822,11095,12191,19721,17691,6665,8130,24004,9642,22168,8586,5302,14079,11265,17287,7260,15375,25909
5343,3955,11483,9868,2642,21849,15553,18756,7770,16782,1005,15668,21503,25383,22621,22941,8565,10763,22904,3835
14558,21264,689,17584,6574,15000,11923,10181,5183,14963,16982,719,2504,17309,11334,9794,23713,7043,721,8423
3160,14284,18842,15534,19279,12096,22992,15935,21164,5241,4779,11959,7972,5818,13732,2798,36,12140,20503,8401
11333,4276,4552,4976,4857,19421,6223,1008,6207,11370,6377,25934,4822,3000,2350,5779,11924,1603,19414,23194
7814,24073,22741,9484,705,16450,21509,24257,13871,17938,17366,3601,22330,2486,16601,12956,5816,8343,1366,11034
25020,25126,3069,4046,2792,16340,22861,19090,18208,836,19519,25217,7347,16847,17229,13214,25694,10894,25304,10239
24927,13975,24822,25,1375,2492,1228,9238,19160,4841,18412,22960,10424,11640,18517,23472,15211,18576,10386,15898
14045,5396,15539,18063,5865,17989,9052,10801,12439,4285,816,22634,8463,22222,8600,12767,8893,3131,18022,4814
14567,3074,5338,4646,21242,19429,24310,19070,20353,20412,11911,15116,12141,9456,22538,15791,7249,9663,22486,10051
18742,1508,16922,482,3353,19063,13802,1190,7556,13237,14356,24903,1065,10033,12564,13518,13393,6313,15027,3554
21424,89,7947,8161,609,7509,3640,14047,22283,4143,17357,16331,8495,21571,23089,12530,9269,3952,25268,3088
