group_0,group_1,group_2,group_3,group_4,group_5,group_6,group_7,group_8,group_9,group_10,group_11,group_12,group_13,group_14,group_15,group_16,group_17,group_18,group_19
12777,4318,12630,14916,1460,4143,15874,3832,15318,10030,5196,10441,10041,1252,9519,16000,4906,3829,9949,3486
7185,6938,2097,15331,8567,4283,12312,13889,9522,1962,13158,9203,8999,3280,10818,8794,11963,14482,2045,1100
5827,13350,15835,2678,11850,3128,11027,8481,2698,15806,13256,2566,4906,15321,9346,1730,8947,7681,5865,4859
14438,7914,11289,15646,11028,5743,3434,9122,815,2406,350,6696,3180,2830,11402,10579,11235,10206,10773,8594
15096,3315,5631,12255,8593,3454,8582,9290,10351,9384,13595,3798,9239,9175,14914,14974,1155,349,10406,14985
10806,4706,7146,1116,5708,7707,2591,14058,3659,2703,2087,15135,5316,2971,9260,13693,13208,12360,4065,11187
14283,6351,3676,15539,4460,15037,2496,8991,11050,3951,13320,10838,301,4328,14282,11542,11257,12296,13212,521
14934,15149,14574,9392,8728,3924,13945,768,6501,7219,7603,11846,1432,12015,9706,6148,14431,8283,335,9672
12445,11253,5410,2427,5930,9027,10824,14568,8144,2793,14347,5502,4821,5181,8860,416,14981,2058,6014,12414
15520,2997,2619,4760,8290,2882,12522,5865,1465,3235,10810,6091,1489,2165,12636,12403,7534,9079,2318,5324
4530,492,16038,6593,7998,10441,14453,3380,14727,8110,2504,10738,1203,1621,6004,6476,10060,6129,15559,12554
14752,13619,9908,14764,6336,4432,8162,8733,870,7640,3319,8351,14482,5419,10782,10648,5719,6991,13057,2889
4355,14740,9137,14142,2421,15450,1971,395,3837,9128,8610,11977,14917,5208,2464,5003,5038,13372,7092,13201
6355,7237,5120,1120,15793,26,4390,931,10556,11131,6160,7620,9875,643,7315,4552,8808,5706,7155,349
567,11766,14849,3934,10001,3913,10683,4861,2771,12910,151,15562,1591,9169,8493,11069,11919,8649,11530,12107
5213,1044,9509,15525,8613,4099,11107,12305,5684,9127,3978,73,8964,7785,13633,6632,10776,9988,13557,14307
8279,1764,12617,2544,11606,4712,10148,4576,7154,15403,15431,1547,12430,2927,6698,5019,11892,13852,520,10073
1142,8306,7385,11575,376,15935,7312,833,12124,14791,7490,12280,15421,812,4041,13508,14755,857,2316,2893
10918,2721,9778,15464,6641,10800,7037,13618,12823,1278,15796,9698,3859,14965,9938,146,7905,2907,10173,9469
5496,930,5872,11633,10203,3814,5586,7996,14806,5116,15390,4097,167,2622,8184,15707,705,897,6829,2592
6788,10906,11506,11686,3281,11319,3186,9765,2572,12636,8017,11930,3185,943,7859,9202,72,15741,4946,15707
11553,1034,591,2817,3460,2838,8548,11695,14190,15604,10198,14143,14041,8200,2173,11268,4286,4652,11137,14765
6982,15006,15323,8688,14554,12541,15770,5032,1813,11790,7456,8378,11419,7544,12284,13655,11025,9713,13868,6535
9809,11993,12561,10945,14409,1293,9069,10598,1060,13278,13162,6429,10524,2814,15273,1188,14160,7040,1552,2711
5613,6062,16007,6042,4927,8122,13600,8827,11112,5079,2827,8396,2957,10447,8687,3594,2828,3641,2733,13332
4556,1991,15532,750,1771,3965,4253,13801,13917,14373,6755,3890,326,8998,15924,5914,15804,7595,13225,7031
1890,7040,1957,11499,14287,5452,11763,149,15770,700,1034,10796,14780,13852,6028,10589,10188,13636,5111,5081
368,4413,6776,845,11309,9213,12841,11237,5506,428,8233,8586,4087,12387,12614,1820,9839,14485,6601,12683
6109,7165,9425,772,8507,2300,1724,9969,10925,15746,11284,10438,15513,7873,12668,9293,462,7110,11531,6870
4082,689,4430,8772,1682,14554,15763,9725,10668,407,7761,961,7754,13265,9817,14620,9056,12056,5540,1355
9935,8791,12783,4074,3662,5309,10750,2160,7671,4058,11001,8052,586,8382,76,4729,8052,6273,3773,3619
6653,14130,4112,11594,13610,10550,1383,2737,7843,4808,11019,1071,9550,2021,5699,15858,6777,364,4543,15766
977,3843,10832,14059,14234,10819,8926,13615,8549,3969,9306,12952,1033,3141,14912,1027,4220,12013,13754,1570
13316,8528,15981,5949,11963,8020,12371,13308,103,14418,5762,6655,15408,1922,15936,7380,778,9914,1800,844
11978,14308,2259,12335,13697,6467,6711,3518,2030,3405,14827,1731,445,8711,5601,10100,4139,13948,7625,12043
597,4533,1669,14119,15957,9243,11739,12104,8651,5981,15609,7425,2766,3313,13081,8421,11666,8226,13136,8327
11810,2401,14504,9181,4084,404,12795,13170,4062,15435,11965,7460,14416,3774,5030,5110,1557,1666,4440,12475
6369,7757,14171,5743,5680,5948,741,12346,2120,15166,11132,10504,10066,5969,799,10853,9510,415,1101,2578
8645,9461,16020,10668,2505,13424,1453,9555,5942,985,5212,12049,14072,12484,8378,9727,951,13059,7114,936
9345,6829,6102,515,11407,5802,14479,3174,2968,11148,7620,12489,11107,14516,131,4662,4837,7730,8626,1130
4668,14499,2096,15858,6678,561,14636,15056,7817,702,10232,1401,848,4628,14055,12197,3145,1490,4848,9051
11554,1406,15688,8126,6961,772,3234,6656,5480,12660,186,13530,7728,1175,9048,12920,9921,8671,6535,13179
11364,10179,5269,2739,15766,7374,13506,10161,9568,12259,5326,14619,4132,15245,14293,10183,9252,12995,8912,5577
9375,15967,3621,8596,1001,14520,7353,7410,7222,610,6472,10222,5119,13607,14686,1626,7583,10667,16019,4411
12727,6941,14853,867,11585,15353,13553,9214,4680,6537,5994,6573,11849,11283,2123,2569,10781,1181,10035,3698
14837,9116,9015,7109,15325,5836,6990,10658,3444,11112,7206,1520,12261,14837,12343,2401,12250,11009,3954,11189
8194,14064,3909,5744,10337,9752,1563,10916,5179,11196,489,12552,738,8963,5672,2884,16051,14243,9974,4837
5832,9604,10168,4556,1665,12372,1703,12435,1529,2892,4464,15518,913,3029,11430,3246,15206,12930,9956,4100
7318,15105,8639,15532,14875,6541,4319,10089,1110,3793,9665,169,5781,12401,1147,5254,13750,4572,7307,15293
9795,12218,12431,15503,13701,11877,13396,5916,7110,6963,4174,13322,8059,14673,13596,15124,14003,7375,12711,7544
4411,5472,7009,15801,3439,9580,10057,6145,688,13988,14565,1202,4149,1671,8771,3724,7171,12470,234,13259
11889,15285,13205,7264,7113,13333,2126,4407,15822,527,9525,471,10344,5761,10612,3980,12440,4357,11987,8431
14427,15338,2717,6819,2792,1764,2683,4219,2497,6566,12898,13414,6216,4608,13779,8243,1810,1342,9561,14772
995,5827,12130,3722,6378,7402,628,11750,12525,3210,15417,5904,13761,3436,10694,4238,7430,10627,9864,10489
12303,10751,13561,7378,11953,9881,9074,7010,1663,15964,6583,6572,10147,11468,11174,2306,15578,10750,3375,712
11387,15946,988,12330,12729,3798,9001,9615,4857,12295,6205,15788,14026,6526,15833,2374,2974,12489,2659,1177
6002,12791,2383,13519,3633,15422,7289,5719,7917,272,7552,4326,5562,6627,1248,7690,11171,12726,13842,14781
8092,11772,2108,5526,15327,15322,1751,12872,7659,13500,13551,5358,4681,6756,3029,5042,68,12954,351,1142
2586,13727,10591,13956,11325,8643,6184,15282,3243,8547,8770,12678,10304,9035,6099,8805,9316,11386,656,2806
5162,2154,10245,8667,15774,13749,7409,6021,9395,2584,10148,9825,7066,325,7753,1397,11921,11315,474,9999
13434,1366,8815,2279,8646,12616,7625,7233,14622,5316,3360,8364,14503,4681,2613,607,4086,11280,14120,11800
342,15509,11896,15360,12486,15151,2884,3306,9055,13113,1695,6301,12701,12000,12923,15226,9629,12711,13987,13732
11578,8425,1244,10793,5357,7104,12346,6778,13731,3337,757,8321,13535,11053,12108,10486,5885,14038,1596,11248
12225,12097,11170,1034,9864,15895,10979,7568,8309,5030,5190,782,8959,7158,12554,12099,14022,6517,6560,8151
8608,3321,11658,4073,11746,6351,9031,12372,8622,1133,5797,8550,6130,1113,11444,15116,12859,736,14140,14184
8726,11162,4455,7087,5720,12232,523,6534,14544,988,11633,1821,10491,13628,11932,10028,14980,11004,11010,1384
1579,7515,10765,13278,13909,6241,1721,4681,4065,13042,5429,3063,10233,11715,2577,7777,10754,14665,3934,9896
5537,15738,3598,9997,16021,7782,7775,429,5172,1634,4186,14741,7864,11025,13815,129,10876,1633,12767,12230
4788,3815,1699,877,5814,9327,8078,6258,10113,5875,14028,10006,1642,2805,8565,8916,5243,8425,11595,9426
13360,15372,19,8995,2494,1214,9412,15829,173,13315,5966,10456,2491,1973,13603,8578,14036,14795,2061,4717
15585,6489,112,10953,4446,14811,6383,573,13434,8417,2961,15342,348,15831,6684,934,5041,15737,1264,15852
4675,5505,8470,9777,7356,11987,7483,12286,15153,15623,4414,6258,6718,13964,7839,9023,3757,14944,2125,12403
10465,4794,6810,14417,14958,9539,3994,4971,12239,4561,4301,3985,12498,3327,7976,4774,619,13119,10908,998
10352,2998,6815,5656,3617,2005,4796,14450,15354,9360,7604,2724,1946,4421,9755,15032,304,4080,13498,1185
3136,3211,5334,12784,10280,4650,8050,2043,5468,9469,5609,15164,839,14971,9840,3466,9816,9519,14470,3685
6408,4758,6471,12583,12751,4250,3974,9176,14030,9708,3478,13518,12423,6451,11354,8399,1321,4962,4527,2704
7629,5820,7231,3816,5058,190,4873,14548,5615,319,11702,10370,8410,12137,5044,3284,2384,2928,15407,6959
11715,12752,14230,7729,2537,14122,5953,8466,7013,866,12533,11559,7922,14250,2396,6914,2488,4092,12633,9336
1925,7464,15252,13070,13939,1336,2814,12307,5929,12454,10012,5041,6279,12223,14451,15559,10893,10644,9023,4369
14569,126,11695,10535,907,6238,11164,2063,10015,9767,5255,12691,3636,11918,14653,9193,793,6035,422,1331
1335,1820,6040,15909,16019,665,9407,15023,5603,9293,13049,5676,11860,642,5643,5295,4667,13460,3127,4488
8634,5994,1169,835,15317,5445,6763,8855,4975,483,6465,7419,14569,3999,10987,12050,8247,7583,4387,5934
14499,404,14645,4637,2773,1,8920,8978,3061,15984,7662,12796,1779,12116,10072,7228,8100,15051,1125,3929
15187,11815,10276,3421,9688,11904,9210,3561,8497,5591,3155,3161,8893,12896,8418,2592,3658,10921,965,11486
4726,7978,11836,9457,3733,10751,11868,13024,13129,12558,2651,8792,9104,8481,5561,11121,13272,6963,8123,7385
5076,5977,2554,5271,12655,8504,10934,9281,11305,7864,4332,1031,11787,2292,9945,4558,13732,3150,6071,13663
4575,5515,13553,10068,8858,1420,15471,8716,15855,3113,12238,15284,7709,6140,4423,14464,9233,9350,4821,5714
1031,15012,12241,10483,7769,15988,10204,1232,16054,2714,7446,7531,6920,951,4149,13335,10946,12633,6609,15662
5388,15943,1852,3065,15475,7708,6858,5469,8994,10902,9761,10118,13407,12914,11837,7398,14334,15189,3332,6733
6754,6752,10085,10239,13490,3312,12197,7838,7913,448,13973,12219,9645,13991,8765,5559,3109,15877,839,7521
12195,11192,4879,3730,13316,5228,14036,10058,13013,12216,4690,14131,1185,2006,8551,10122,14332,11873,1804,7810
2661,9935,3047,12013,14265,3534,13718,438,10892,14775,14606,12863,5682,3546,3279,1223,11230,382,2139,7425
4106,14371,11390,4051,10063,7509,428,3753,7850,3274,3734,2871,4899,7468,3796,14625,9663,7684,12976,1629
11066,15256,8727,8219,7412,14005,10360,6146,5722,12222,5443,12773,11201,12263,11149,7491,15235,4664,225,4679
14225,14445,4926,5015,13486,7107,12245,14412,9235,5204,5347,5560,1604,2745,15940,2940,6080,8967,12374,4570
11228,2464,11157,1739,15652,14963,10801,14415,7810,8448,5571,4550,3406,4574,11564,151,3851,14391,13010,2868
13330,6719,12808,3547,11685,7687,3636,13296,589,12664,4693,6543,9425,7512,6297,11435,7325,4813,6141,9814
599,5376,1838,15593,11709,7952,2522,5131,14177,12469,15263,13264,12551,6248,3772,15749,1940,14635,6987,11525
10395,7195,3812,12468,13513,15540,2199,12204,6204,10785,6948,1838,1814,13329,2870,5511,10578,14157,326,14537
2045,5567,11240,13475,4079,15360,7714,4539,425,7760,10804,2504,562,6561,2495,3045,709,7166,5299,11905
14965,13946,7600,10193,11366,2458,7210,4674,15591,5411,4536,14516,11957,10872,15006,15058,3760,15384,1032,330
10615,10340,6797,14347,3568,11713,3908,10454,8586,11858,5890,13296,14691,13579,10892,14828,2617,7496,4286,3459
15820,12471,11019,12079,7776,10176,8980,9501,4414,11434,5878,10252,7228,6926,5070,1636,7291,5766,10763,11302
1228,13215,7545,3812,15883,6811,1279,7850,2878,11278,11574,8657,7086,4950,13192,14378,7940,10134,7277,12796
8613,15096,5614,15059,10360,1894,12998,1269,7987,12446,12184,12342,5232,14765,4356,5944,9005,13742,11258,6991
13245,8195,6109,4484,6551,8608,2755,12360,5038,2003,875,13563,1957,10040,281,5418,6144,10535,5107,5542
3102,7505,2088,5759,2671,2274,2194,2425,12279,4688,15939,8372,15146,1056,6448,12090,3898,14462,8542,14558
9939,13748,11852,3528,12319,11105,5526,6501,12862,449,14213,13983,7482,13718,14757,3507,2814,13750,2087,11840
10891,11532,828,5629,7847,1060,11050,6014,3901,13028,10736,3901,8211,11375,11113,615,13592,5544,5527,14085
8892,5698,14933,15937,2548,11033,5369,5694,5723,11635,15507,15449,2666,15751,5806,12490,7482,14793,3592,5383
10003,6382,8843,3768,6281,11468,12959,101,8485,3895,8751,15859,11408,5724,8633,8681,3311,11457,8740,566
13771,7910,3353,6259,2530,1227,15232,437,3879,767,725,13387,14583,7240,15937,10722,13380,11024,524,11124
9371,9677,8363,7826,15027,875,2660,4406,9231,8494,9670,2373,11102,8919,11566,6107,2342,4052,11094,12237
1049,2348,12266,5896,13652,10929,7034,13153,6989,8649,7433,6242,13402,10036,3694,9705,6381,3837,11084,12080
9636,7448,7583,10202,15671,1982,598,212,310,7238,2611,13889,13557,7772,3701,10251,14552,6418,7890,1141
1832,15424,5055,2023,12185,6596,15022,5479,13303,1555,1276,10089,5110,290,4351,13085,7441,12883,216,15908
5962,13883,13019,11624,656,7597,4481,3584,8387,6516,4817,455,15482,4104,516,9803,11121,13697,8837,8742
15656,7477,14402,15940,11181,7068,14635,14084,2387,4144,3679,12523,2976,2857,207,15201,2052,4563,15685,340
1827,8758,15929,8578,3302,4315,13365,14578,7171,9634,10911,15816,8649,9270,5364,9767,6879,14109,4021,13326
12432,3729,8662,3146,15520,11161,3321,13659,5400,2883,13657,11492,4031,8763,8212,4900,7154,14888,7312,10216
9524,14702,10779,7100,12423,2887,6011,12168,10869,10865,14685,855,9978,5183,10430,6290,12867,7712,7658,12682
665,7314,1810,4325,5887,4340,7963,11882,8347,15225,12656,4428,10832,1162,6642,1330,13544,7224,7987,12635
566,7882,11973,13349,5902,13243,8444,244,4633,13922,10495,1835,7851,13843,7637,10225,2942,7648,4273,11085
2352,2435,13201,5416,10697,9634,15615,15332,541,4460,267,13011,12314,5163,12186,11532,5103,10435,8502,4634
2244,12599,12051,3306,2318,2491,13343,8905,8117,10435,8037,1448,13003,3968,9172,374,10200,466,2107,8873
13849,12427,8717,6096,12569,5577,13116,5464,485,2586,726,9620,2773,13680,13513,8713,10100,3379,8400,2643
8287,290,15737,7051,10428,6568,5017,11819,12323,11940,2730,14626,2071,15962,4964,2438,3471,7265,4550,9612
1436,15305,1182,6286,1038,13858,12185,3323,2792,14461,7958,6011,11628,6378,6806,10000,4510,13781,3944,13856
2465,6825,12627,11460,10115,413,10464,11107,2537,4501,4438,14136,9351,1891,4899,12601,13298,10169,11065,6269
13564,12332,2648,14389,9949,11545,14186,15541,11980,2655,8677,5424,14428,4781,9165,9724,4252,1324,11802,2127
5590,9272,1717,11533,11047,2588,11439,12809,11390,7595,1014,9973,5671,1156,5673,5769,6370,3396,14375,5974
5802,3419,2316,5211,8386,3453,6032,2873,670,10130,7404,5659,8047,2952,6046,12123,3196,5904,13339,11462
797,15170,4327,9786,9292,9364,15913,11843,3126,15072,8406,7031,2899,11143,14284,4625,6183,9818,4915,14886
1908,7589,5300,12051,2149,6879,9383,1267,15861,15084,15444,7914,5864,6736,7473,11063,11402,11791,28,5926
4973,6845,15847,9101,4487,4,11537,3724,1809,9025,5309,6314,11998,3847,6191,4497,2,6650,7250,7896
9574,13257,4378,13674,12861,14488,2259,4931,14862,846,3312,14008,1806,11841,1922,9261,12385,3505,3399,1426
11087,1107,4019,8698,5266,5352,499,15928,3128,6165,15899,6126,7464,2333,14712,2642,8978,2752,7660,2869
10495,14232,6246,5023,6518,11404,15297,9923,13626,6951,6627,3829,13492,6738,3795,1977,11154,15783,581,10494
874,7836,1050,14668,9563,1278,10561,8869,1788,8438,11787,14376,1621,13454,8835,7394,12844,3164,14543,13978
5192,375,1698,9857,7348,2544,6688,6157,9865,10587,1067,14042,10560,6007,258,4267,15938,15118,12313,6068
2287,319,1413,3131,10406,10562,7555,695,3590,11987,2967,12665,12055,308,6580,6224,4233,8423,8791,5133
10788,4042,4308,7814,8786,881,659,6582,8581,4061,9522,4512,15161,7313,11233,7335,768,5896,5358,1783
11852,4390,741,6829,2807,6111,1444,14629,10281,11571,4636,9929,7246,7153,14241,6149,5298,7912,445,6862
7924,14087,2348,233,5864,1335,1776,5900,1966,4591,9447,6108,11204,2500,6314,11550,13799,7411,8246,4177
6608,2052,7240,13196,11130,15695,1997,16022,5262,7227,12842,5980,9456,9850,13972,2354,15865,12204,11737,4675
13140,13246,6510,8380,91,6984,12940,8900,4934,3496,5102,1931,9073,11235,8069,10496,5397,5898,5035,15882
8377,2055,6210,1915,13670,12472,2493,3411,11535,3362,6016,7533,7012,3303,1457,6023,6726,10525,12209,7471
12618,14944,13253,14112,13333,697,4399,8730,46,11327,380,9410,11091,5824,1897,10050,8235,9688,9808,6194
7547,12184,2638,408,15675,2126,10275,1458,13282,15727,2126,10237,13646,6187,6528,7095,1968,8493,197,7104
7654,11987,8018,6449,14618,7573,10455,1350,437,9242,572,4611,4986,9895,10613,3977,1483,15743,1273,4764
15247,3847,14469,9896,9370,1724,448,15767,2034,2136,9345,11304,1035,5756,9764,812,3292,5517,8421,649
4371,12700,1145,9168,6564,6149,3255,10542,15279,12360,4971,5043,9201,7285,10095,6329,4875,2240,12208,1499
2883,6466,44,8890,11701,12143,4612,12100,1053,695,8062,7365,14838,105,12351,1580,13532,12910,2657,5559
12965,8567,3985,1347,11045,12469,12583,6144,25,4411,6573,5533,3344,11475,7744,15130,10334,14072,2366,1403
11192,5843,15774,2937,13363,7004,15413,10121,178,8275,7612,8147,3144,853,13487,11749,11907,14371,15809,5140
15548,4308,11198,9251,10190,138,13746,6292,14062,1844,112,9648,10024,12526,6372,5405,4163,3010,5910,15456
10383,12835,3230,3485,6282,2840,9135,1780,1746,1059,6345,4868,13482,7541,13341,1850,1438,2721,977,1514
10092,14451,12570,13155,15098,505,8718,4863,1237,12546,14977,780,3274,3401,13531,6657,8248,11918,4726,13581
7271,8358,6318,5366,14561,7249,401,11946,9071,3877,13403,6190,15806,2005,7500,13490,1872,6709,10301,9798
2358,3472,8841,10852,3088,7426,9041,12391,14923,13378,13547,4298,7970,11965,4513,14133,6848,15261,3230,3103
7201,5301,13327,11325,7744,6553,406,5779,3583,547,1209,4478,15951,8934,11549,14273,777,8451,11488,12079
13260,9263,8277,820,2868,10384,2075,7651,8300,3628,12871,5670,6941,4685,14434,11999,3955,4048,194,14396
14444,7803,808,3746,5566,8077,10806,16028,10390,2777,230,7873,12947,5428,2351,14707,8537,6781,1218,1362
16052,8734,8417,14618,12367,15279,9652,11748,13541,15376,5867,10243,8255,10408,9844,523,7042,15052,11150,8489
10983,172,8060,13065,15003,11104,6264,8472,11343,1238,9269,4225,3614,15890,6894,8813,514,5518,4724,3000
3775,2373,8989,1780,5172,294,5702,367,737,3436,12575,9386,8908,1301,8514,8552,4197,3860,4921,7171
8114,9658,10275,9128,3782,8663,12262,264,8942,3631,15904,4227,5319,15489,7256,1022,723,1369,12922,12005
11416,6958,14942,9842,15753,5582,9932,14563,1089,3452,13554,14014,11925,7094,7863,2551,14256,10637,7927,14786
8682,13379,142,8164,13438,1362,1810,10204,5323,4913,11444,12439,11363,2242,11514,4484,1219,12885,2096,15451
6451,3756,14104,9013,11909,9685,9547,2673,3665,14521,12726,6050,4165,10175,2128,15734,1183,3450,10877,15584
13600,9756,3861,14475,10011,3059,7287,12431,11137,525,526,11292,15931,4913,7817,2430,9196,4079,8522,474
4124,510,3714,6309,6969,7733,5716,9052,7902,10976,9439,15050,7559,9872,9983,10288,12501,1425,6659,15940
9143,14907,9068,3687,3766,13888,13950,8445,4485,1415,1913,3712,7840,11661,9691,2112,11497,7080,3766,4403
15474,15033,11972,5155,15838,3515,3772,490,9073,5294,5303,10728,5049,1651,11755,2996,7739,8096,2705,12264
1306,1620,10435,14952,13468,4673,11819,1891,10315,8505,7418,2756,3539,9645,7937,2308,13988,8633,12702,9822
7052,3035,4610,5983,12413,7912,15401,15827,2210,15871,5877,797,12047,7743,9801,3089,5784,10633,2404,11004
1993,1363,11917,9839,8442,4110,253,6902,4317,2943,10302,10801,12839,15867,15725,727,5288,5822,6882,14456
14306,10856,1142,5846,9146,14981,1522,8407,8077,9716,3313,14786,2130,12511,14249,11057,13276,11957,546,11246
9050,13342,9772,5928,13394,9273,9350,10411,10856,15506,13467,7867,10411,15001,12961,11920,9761,5124,12639,9010
129,2957,10579,15063,7233,52,1626,993,580,14300,5616,10711,12620,2652,16047,4513,5759,2517,8445,1171
5549,12271,2990,64,10238,8381,6748,7344,15959,7652,1221,1470,3823,10926,5321,4674,2844,6615,13683,10997
14167,5027,9146,4418,2465,6338,11176,13415,7268,6376,10467,4642,2584,9832,6238,5796,7182,11674,2522,14060
3278,8500,12158,14779,9260,9116,1539,12553,7054,14311,11096,7794,5240,10937,6911,14634,1747,2661,14376,11185
8722,13317,313,6128,15970,12253,10622,9948,11608,10224,11275,14872,11136,13030,7892,12624,14074,5166,8852,9403
11356,8999,7016,2432,2780,12252,2882,3695,7983,11367,12739,9548,3660,679,1890,1458,1356,12235,4408,1001
9596,2688,10990,6304,2162,7659,7606,8852,2259,15521,12660,3217,8190,9014,12836,12033,6193,4887,9242,6892
7768,721,5877,9977,3985,3711,10641,1909,9434,13397,8189,14949,11812,8562,5392,2634,6817,1003,14123,9263
5523,15290,2401,1355,3377,668,10939,6982,9098,9524,12411,3649,24,1114,7502,10898,2912,3344,9916,11704
5117,10713,12657,5026,7145,3287,12706,3474,7867,13970,732,15049,3496,9902,13383,14798,1148,9313,6994,2916
12623,1011,13577,9006,10838,14440,2848,194,12662,9333,11333,6590,657,8556,3775,15813,8165,3167,8328,6055
1646,13393,15643,4406,3417,1153,4179,15700,3866,1777,7255,1096,12216,4299,14048,9855,191,6230,938,11536
5338,11857,3156,3607,1136,12718,9623,9513,15357,14099,7836,6474,201,15801,4657,3152,6306,10553,7184,10528
5317,7063,5639,2502,9840,11470,13891,15992,9215,1267,8119,8675,6180,161,14879,6424,14861,7978,2870,13214
15257,8966,4009,7602,156,15014,7389,2974,12399,500,12439,1072,3480,2854,5219,5714,283,8145,3960,5274
6252,4110,10315,1055,5358,46,7195,1438,2164,10293,8510,9569,5218,7875,12578,14595,1890,3852,10013,15411
6089,5710,13855,9611,8518,5591,8139,14912,3985,11563,10499,6024,653,8533,6264,5461,2406,8952,1278,8254
1864,585,2141,9379,5608,15743,1427,4978,2169,9841,8297,10420,4658,731,7585,13248,11895,4211,9885,13146
5492,10174,6456,6761,6588,10077,4401,6483,2960,12659,15583,13339,13726,2197,2154,7614,14506,3287,760,587
9411,101,8883,6830,5760,10141,14999,14337,1263,11132,10944,14223,2045,14492,10440,4951,12647,11424,8729,201
12110,6173,5470,5449,5522,282,913,4546,8561,8626,12167,14192,4514,7338,13838,5583,1433,1830,10313,3923
8571,14452,2121,10039,8787,12272,8660,13023,6790,15179,6614,2700,12166,16034,7395,11826,15294,9095,13216,9190
13566,3931,9874,10915,13886,12027,14474,1859,1648,14628,8212,10918,4557,3830,5787,14283,6174,14677,3199,15747
15576,2275,3559,5801,10676,11881,13190,11809,8562,8532,13100,2710,4641,438,4325,10549,11238,11099,13697,5253
706,5746,13726,11248,3215,10212,11840,1721,11521,6087,3995,2780,15884,12306,9249,5189,9734,3119,13114,1216
10375,10791,15925,10248,6075,11063,11994,13230,7920,5110,1092,14531,4427,3110,6722,13177,7690,7226,15886,15107
9971,3859,14660,12772,14525,6006,14254,6627,7522,10234,10796,137,38,15319,11522,8869,15527,2044,11741,12687
12792,1438,11999,8671,8586,1979,15920,11014,12445,4018,13615,13945,6855,10771,13240,11313,11734,7298,7330,6519
5639,654,8331,1988,12216,3612,14771,14379,11212,11603,14844,3428,8590,8539,3504,14665,12298,1944,10242,13984
14392,2597,1415,10809,14489,4406,10847,2645,4763,3511,9108,7217,14353,5235,2382,3948,22,15868,14343,807
1534,10681,8237,4855,6411,15928,13052,15374,2549,13793,2400,9397,9378,1451,14531,15879,13960,6713,4449,648
7658,12815,397,11247,15086,1476,13623,11038,3961,7957,13322,11806,15257,6789,13050,11400,350,11311,5603,15422
8128,10620,9922,7716,7336,14777,7572,8521,12219,13523,701,2087,11483,2233,5240,16039,11459,8529,12116,731
2946,9181,1866,7697,6656,2282,13825,13968,7399,10328,14262,11724,1323,11353,12571,7722,5107,10324,8227,9094
1080,2001,5813,13134,11210,7802,9511,12016,14486,5635,14165,11666,8620,12710,267,4389,8160,7355,384,13758
10906,7182,2699,7743,13085,6698,14161,15788,14180,2181,2924,605,8763,10588,7337,14621,13264,3491,4647,7196
14270,12634,245,15857,14483,11457,4187,7642,969,1749,14119,14958,5821,1391,14768,10033,7389,7643,8133,6397
7298,10759,5640,5654,13628,14939,12511,7773,14380,7775,8949,5745,4629,7081,11510,13587,7068,9408,3581,13937
11289,12499,10147,11548,2731,11429,3237,14546,13486,13729,3060,2945,13115,5292,12560,12341,6364,15961,688,1915
8154,5847,7384,1264,7918,932,11590,7798,9168,15205,9183,2717,7329,10148,1565,1968,10399,11693,6816,12976
13379,11303,996,10154,2812,1577,5186,3488,13206,7282,3068,11913,5439,6059,1583,13500,15976,11584,15880,7201
13795,4393,442,5980,11794,6968,5673,8731,10370,3896,4298,1398,2372,3046,13797,4263,8486,2162,1715,9974
6442,1243,3411,14316,8032,14708,14673,6664,13320,1953,15278,9686,6312,8020,3956,6941,5828,6074,10083,13493
154,316,7977,11145,6362,695,15392,5028,14612,16005,13045,7632,14405,14482,3191,7492,5600,5940,6778,15403
6168,5284,15454,642,14061,10982,11972,7471,11045,1819,1595,12436,6639,6032,275,15455,1537,13202,4145,13169
14316,10419,14683,97,11544,6393,10121,13379,4638,574,8150,228,10821,1404,8636,2469,14665,8524,14389,4618
11189,13488,1909,16006,13142,15673,13146,6393,6902,13783,219,1781,660,8941,8981,6473,2553,4838,14041,11748
4641,6057,5119,10577,8691,11689,2039,1567,9890,9041,8865,15489,4827,13850,9144,4925,9232,8662,1848,10871
15521,3602,3289,56,15113,7344,8395,5275,1083,13701,2877,12016,3667,37,9390,12688,6505,7565,6888,1814
7349,7841,6203,731,11042,9171,8001,6646,14156,9952,2061,632,13428,4954,445,9760,125,696,8579,1076
13233,9136,10560,6862,15635,1005,15730,2107,920,15782,8538,15707,1069,12088,11600,15309,7645,13510,541,6444
12959,2731,2353,12265,11565,11841,15388,14822,14659,4334,13991,6707,7786,6068,14899,10934,11064,2689,13879,900
986,7753,2245,6565,3992,8059,13998,5078,8395,7506,11938,6589,8601,13127,6202,9951,2694,7162,6721,14807
16029,8518,3945,8612,10404,1817,9312,9242,5922,3181,6184,872,1562,7364,8813,13377,9522,9059,14494,1018
9029,6283,5600,15647,5878,476,9004,3291,3438,1292,10983,5828,9505,9664,7579,9737,10287,15802,15393,11526
7114,15039,694,8838,14840,6091,9435,9718,14576,14071,6686,4012,6748,6278,8752,3753,3993,4372,1949,8269
2477,6108,1946,4270,5636,11684,4626,3718,8816,1843,2519,10852,12618,12576,4052,11076,13092,3038,2168,7868
12373,11604,4830,15469,11094,6182,4276,8461,1986,12421,9514,12214,1396,13377,4661,16052,8753,11210,5154,8333
